Proveedor,Marca,Group,Sub Grupo,Codigo Secundario,Codigo,Descripcion,Costo,Iva,PVP,% Rent,Unid.,Cant.,Und. X Cja,Cant. Emb.,Uni. Emb.,Total
N/D,GENERAL,GENERAL,GENERAL,02-001-35-1779.,02-001-35-1779.,PUERTA POS TOYOTA COROLLA 03 07 L,82.6087,15,195,136.05%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,96535191,96535191-CH,PUNTA EJE ARAÑA CHEVROLET AVEO 05 C/ABS RH ( CH ),21.8304,15,30,37.42%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,03-005-08-0420,03-005-08-0420,PUNTA EJE ARAÑA CHEVROLET AVEO 05 FAMILI/CHEVY TAXI/EMOTION LH S/ABS ( RECORD ),19.6522,15,30,52.65%,UNI,1,0,0,N/D,19.65
N/D,GENERAL,GENERAL,GENERAL,03-005-08-0421,03-005-08-0421,PUNTA EJE ARAÑA CHEVROLET AVEO 05 FAMILI/CHEVY TAXI/EMOTION RH S/ABS ( RECORD ),19.6522,15,30,52.65%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,96535191,96535191,PUNTA EJE ARAÑA CHEVROLET AVEO 05- / SAIL 1.4 12-17 C/ABS RH ( ORIGINAL ),30.4348,15,45,47.86%,UNI,2,0,0,N/D,60.87
N/D,GENERAL,GENERAL,GENERAL,96535190,96535190-CH,PUNTA EJE ARAÑA CHEVROLET AVEO 05- C/ABS LH ( CH ),21.8304,15,30,37.42%,UNI,2,0,0,N/D,43.66
N/D,GENERAL,GENERAL,GENERAL,03-005-08-0907,93328737,PUNTA EJE ARAÑA CHEVROLET CORSA EVOLUTION 03 LH ( CH ),21.887,15,30,37.07%,UNI,1,0,0,N/D,21.89
N/D,GENERAL,GENERAL,GENERAL,03-006-08-0063,93328738,PUNTA EJE ARAÑA CHEVROLET CORSA EVOLUTION 03 RH ( CH ),22.5913,15,30,32.79%,UNI,1,0,0,N/D,22.59
N/D,GENERAL,GENERAL,GENERAL,03-005-08-0805,5308023,PUNTA EJE ARAÑA CHEVROLET CORSA EVOLUTION 03-07 LH ( CH ),25.2261,15,35,38.75%,UNI,1,0,0,N/D,25.23
N/D,GENERAL,GENERAL,GENERAL,03-005-08-0804,5308022,PUNTA EJE ARAÑA CHEVROLET CORSA EVOLUTION 03-07 RH ( CH ),25.2261,15,35,38.75%,UNI,1,0,0,N/D,25.23
N/D,GENERAL,GENERAL,GENERAL,8979463602,8979463602,PUNTA EJE ARAÑA CHEVROLET D-MAX 4JJ1 3.0 RT-50 14 DEL LH,86.9565,15,187,115.05%,UNI,1,0,0,N/D,86.96
N/D,GENERAL,GENERAL,GENERAL,8979463601,8979463601,PUNTA EJE ARAÑA CHEVROLET D-MAX 4JJ1 3.0 RT-50 14 DEL RH,87.1429,15,185,112.3%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,45151-61M00-000,45151-61M00-000,PUNTA EJE ARAÑA CHEVROLET S-CROSS LH 18- ( ORIGINAL ),58.2609,15,85,45.9%,UNI,1,0,0,N/D,58.26
N/D,GENERAL,GENERAL,GENERAL,9022218,03-006-08-0043,PUNTA EJE ARAÑA CHEVROLET SAIL 1.4 12 - R,20.47,15,45,91.16%,UNI,1,0,0,N/D,20.47
N/D,GENERAL,GENERAL,GENERAL,9066126,9066126-CH,PUNTA EJE ARAÑA CHEVROLET SAIL 1.5 18 - L 67.00 MM ( CH ),19.5043,15,30,53.81%,UNI,1,0,0,N/D,19.5
N/D,GENERAL,GENERAL,GENERAL,90767720,90767720-GM,PUNTA EJE ARAÑA CHEVROLET SAIL 1.5 18 - LH 67.00 MM ( GM ),21.0957,15,45,113.31%,UNI,1,0,0,N/D,21.1
N/D,GENERAL,GENERAL,GENERAL,90767719,90767719-CH,PUNTA EJE ARAÑA CHEVROLET SAIL 1.5 18 - LH C/ABS 74.2 MM ( CH ),25.9391,15,35,34.93%,UNI,3,0,0,N/D,77.82
N/D,GENERAL,GENERAL,GENERAL,90767719,90767719,PUNTA EJE ARAÑA CHEVROLET SAIL 1.5 18 - LH C/ABS 74.2 MM ( ORIGINAL ),29.5652,15,55,86.03%,UNI,1,0,0,N/D,29.57
N/D,GENERAL,GENERAL,GENERAL,90767720,90767720-CH,PUNTA EJE ARAÑA CHEVROLET SAIL 1.5 18 - RH C/ABS 74.2 MM ( CH ),21.6607,15,35,61.58%,UNI,3,0,0,N/D,64.98
N/D,GENERAL,GENERAL,GENERAL,03-005-08-0909,96491283,PUNTA EJE ARAÑA CHEVROLET SPARK 1.0 07 15 DEL LH C/ABS ( GM ),20.0696,15,30,49.48%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,94555797,94555797,PUNTA EJE ARAÑA CHEVROLET SPARK GT 1.2 11 / BEAT 18-20 DEL RH ( ORIGINAL ),25.3565,15,45,77.47%,UNI,2,0,0,N/D,50.71
N/D,GENERAL,GENERAL,GENERAL,51716-2S000,51716-2S000,PUNTA EJE ARAÑA HYUNDAI TUCSON IX 11 13 SPORTAGE R 11 13 RH C/ABS DEL ( ORIGINAL ),61.6087,15,85,37.97%,UNI,1,0,0,N/D,61.61
N/D,GENERAL,GENERAL,GENERAL,51715-D3000,51715-D3000,PUNTA EJE ARAÑA HYUNDAI TUCSON TL 16 - LH C/ABS DEL ( ORIGINAL ),39.1304,15,55,40.56%,UNI,1,0,0,N/D,39.13
N/D,GENERAL,GENERAL,GENERAL,51715-07160,03-005-22-0289,PUNTA EJE ARAÑA KIA PICANTO 08- 11 LH,29,15,40,19.94%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,51715-G6000,51715-G6000,PUNTA EJE ARAÑA KIA PICANTO LX 18- LH ( ORIGINAL ),143.4783,15,200,39.39%,UNI,1,0,0,N/D,143.48
N/D,GENERAL,GENERAL,GENERAL,03-005-22-0223,03-005-22-0223,PUNTA EJE ARAÑA KIA PICANTO R 12 16 DEL LH,31.9826,15,45,40.7%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,51716-1W200,03-005-22-0286,PUNTA EJE ARAÑA KIA RIO R 12-16 RH ( RECORD ),33.2087,15,40,20.45%,UNI,1,0,0,N/D,33.21
N/D,GENERAL,GENERAL,GENERAL,03-005-30-0071,6001548866,PUNTA EJE ARAÑA RENAULT LOGAN 03-11 RH ( CH ),21.1739,15,35,65.3%,UNI,1,0,0,N/D,21.17
SERVICIO DE AUTOPARTES AUTODESER S.A.,GENERAL,GENERAL,GENERAL,805CV01A002,805CV01A002,PUNTA EJE CHEVROLET INT AVEO 1.4 05- / EMOTION (34EX22IN35DI) ( TETSU ),11.384,15,28,113.88%,UNI,5,0,0,N/D,56.92
N/D,GENUINE,GENERAL,GENERAL,9024779,9024779,PUNTA EJE CHEVROLET SAIL 1.4 12- 17 POS RH ( GM ),15,15,35,102.9%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,03-006-08-0240,03-006-08-0240,PUNTA EJE CHEVROLET SPARK 06 MOVIL 22X19X35,16.0714,15,25.67,59.72%,UNI,0,0,0,N/D,0
SERVICIO DE AUTOPARTES AUTODESER S.A.,GENERAL,GENERAL,GENERAL,OP-846A,810CV01A001,PUNTA EJE EXT FIJA CHEVROLET AVEO ACTIVO / EMOTION 08- 22EX23IN52DIE C/ABS ( TETSU ),9.675,15,28,151.66%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,841084,841084,PUNTA EJE EXT.  NISSAN SENTRA B13 1.6 92 00 25EX24IN55DIA ( GSP ),20.1518,15,30,48.87%,UNI,3,0,0,N/D,60.46
N/D,GENERAL,GENERAL,GENERAL,03-002-08-0040,03-002-08-0040,PUNTA EJE EXT. CHEVROLET AVEO C/ABS RDA (22X52X23) ( RECORD ),14.0179,15,25,78.34%,UNI,1,0,0,N/D,14.02
N/D,GENERAL,GENERAL,GENERAL,23-161-007-006,23-161-007-006,PUNTA EJE EXT. CHEVROLET AVEO EMOTION 05 FIJA 22EX23IN56DI S/ABS ( BEZUTO ),14.4643,15,25,72.84%,UNI,2,0,0,N/D,28.93
N/D,GENERAL,GENERAL,GENERAL,844029,844029,PUNTA EJE EXT. CHEVROLET CORSA EVOLUTION 1.4 1.8 03 - 22EX30IN52DIA ( GSP ),18.6429,15,28,50.19%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,03-006-08-0282,03-006-08-0282,PUNTA EJE EXT. CHEVROLET SPARK GT 11 (22X20X52) ( RECORD ),16.25,15,25,53.85%,UNI,6,0,0,N/D,97.5
N/D,GENERAL,GENERAL,GENERAL,812028,812028,PUNTA EJE EXT. DAEWOO MATIZ 96 - SPARK 23EX19IN46DIA ( GSP ),15.4464,15,25,61.85%,UNI,3,0,0,N/D,46.34
N/D,GENERAL,GENERAL,GENERAL,612001,612001,PUNTA EJE EXT. DAEWOO TICO 96 - MATIZ SPARK ATOS 99 22EX19IN35DIA  ( GSP ),15.0357,15,25,66.27%,UNI,1,0,0,N/D,15.04
N/D,GENERAL,GENERAL,GENERAL,806016,806016,PUNTA EJE EXT. FIJA CHEVROLET SAIL 1.4 12 - 22EX22IN52DIA C/ABS ( GSP ),16.2054,15,25,54.27%,UNI,1,0,0,N/D,16.21
N/D,GENERAL,GENERAL,GENERAL,641002,641002,PUNTA EJE EXT. NISSAN SENTRA B13 1.6 92 - 25EX23IN40DIA ( GSP ),20.1161,15,29,44.16%,UNI,1,0,0,N/D,20.12
N/D,GENERAL,GENERAL,GENERAL,03-006-08-0135,03-006-08-0135,PUNTA EJE EXTERIOR CHEVROLET AVEO EMOTION 08- FIJA 22EX23IN56DI S/ABS ( RECORD ),13.2857,15,25,63.63%,UNI,1,0,0,N/D,13.29
N/D,GENERAL,GENERAL,GENERAL,03-006-16-0023,03-006-16-0023,PUNTA EJE GREAT WALL M4 14,26.7857,15,40,49.33%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,GRW-05-035-0010,GRW-05-035-0010,PUNTA EJE HOMEOCINETICA GREAT WALL VOLLEX C30 12- EXTERIOR,24.78,15,30,5.27%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,KAS-624010,KAS-624010,PUNTA EJE HYUNDAI ACCENT VERNA 01- 05 MOVIL-INT (25EX22IN35DI) ( KASHIMA ),16.25,15,30,60.54%,UNI,1,0,0,N/D,16.25
SERVICIO DE AUTOPARTES AUTODESER S.A.,GENERAL,GENERAL,GENERAL,644001,805CV01E001,PUNTA EJE INT CHEVROLET AVEO FAMILY / CHEVY TAXI 1.5 04- (34X22X35) C/CAMPANA ( TETSU ),11.5375,15,28,111.03%,UNI,2,0,0,N/D,23.08
N/D,GENERAL,GENERAL,GENERAL,03-006-19-0043,03-006-19-0043,PUNTA EJE INT.  HYUNDAI ACCENT 06 11(25X22X35) ( RECORD ),14.7054,15,26,76.81%,UNI,4,0,0,N/D,58.82
N/D,GENERAL,GENERAL,GENERAL,699107,699107,PUNTA EJE INT. CHEVROLET SPARK 06 - 22EX19IN35DIA ( GSP ),15.7679,15,25,58.55%,UNI,1,0,0,N/D,15.77
N/D,GENERAL,GENERAL,GENERAL,639052,639052,PUNTA EJE INT. HYUNDAI ACCENT 12 - RIO R 25EX22IN41DIA ( GSP ),18.1875,15,28,53.95%,UNI,2,0,0,N/D,36.38
N/D,GENERAL,GENERAL,GENERAL,03-006-19-0047,03-006-19-0047,PUNTA EJE INT. HYUNDAI I10 1.0 10 16 (25X21X35) ( RECORD ),17.3661,15,25,43.96%,UNI,2,0,0,N/D,34.73
N/D,GENERAL,GENERAL,GENERAL,03-006-22-0020,03-006-22-0020,PUNTA EJE INT. KIA RIO STYLUS 00 05 (26X22X35) ( RECORD ),15.2054,15,25,64.42%,UNI,4,0,0,N/D,60.82
N/D,GENERAL,GENERAL,GENERAL,606013,606013,PUNTA EJE INT. MOVIL CHEVROLET SAIL 1.4 12 - 22EX22IN35 ( GSP ),19.7679,15,30,51.76%,UNI,3,0,0,N/D,59.3
N/D,GENERAL,GENERAL,GENERAL,03-006-08-0123,03-006-08-0123,PUNTA EJE MOVIL CHEVROLET OPTRA 1.8 05,22.32143,15,35,56.8%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,03-006-25-0052,03-006-25-0052,PUNTA EJE MOVIL MAZDA 323 1.5 91 99 22X35X24 ( YOKOBO ),22.32143,15,35,36.35%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,03-006-28-0011,03-006-28-0011,PUNTA EJE NISSAN TIIDA 1.6 HR16DE 06 RUEDA 25X22X49,16.0714,15,28,74.22%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,03-006-30-0043,03-006-30-0043,PUNTA EJE RENAULT LOGAN 02 (21X21X55) FIJA,15.1786,15,28,84.47%,UNI,0,0,0,N/D,0
N/D,POLAR,GENERAL,GENERAL,21024,21024,RADIADOR  HYUNDAI ATOS PRIME 1.1 2006-2008 T/M 26MM ( POLAR ),41.93,15,55,31.17%,UNI,0,0,0,N/D,0
N/D,POLAR,GENERAL,GENERAL,23100,23100,RADIADOR  KIA CERATO FORTE 1.6 10-16 T/M ( POLAR ),49.76,15,65,30.63%,UNI,3,0,0,N/D,149.28
N/D,POLAR,GENERAL,GENERAL,23135,23135,RADIADOR  KIA PREGIO 3.0 2005-2014 36MM ( POLAR),73.93,15,98,32.56%,UNI,0,0,0,N/D,0
N/D,POLAR,GENERAL,GENERAL,23070,23070,RADIADOR  KIA RIO 1.5 2001-2002 T/M ( POLAR),65.74,15,90,36.9%,UNI,1,0,0,N/D,65.74
N/D,GENERAL,GENERAL,GENERAL,02-003-27-00007,02-003-27-0007,RADIADOR  MITSUBISHI L200,129.4643,15,148.88,15%,UNI,0,0,0,N/D,0
N/D,POLAR,GENERAL,GENERAL,15399,15399,RADIADOR  NISSAN NAVARA 2.5 2006- T/A 32MM ( POLAR ),119.05,15,145,21.8%,UNI,1,0,0,N/D,119.05
N/D,POLAR,GENERAL,GENERAL,15034,15034,RADIADOR  NISSAN SENTRA B15 1.8 2001-2007 T/M ( POLAR ),53.37,15,65,21.79%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,A21-1301110,A21-1301110,RADIADOR ARRIZO 3 1.5 2019 2022 D4G15 SD,60.7144,15,75,23.53%,UNI,0,0,0,N/D,0
N/D,POLAR,GENERAL,GENERAL,20033,20033,RADIADOR AVEO ( POLAR),40,15,50,25%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,RAD-656,RAD-656,RADIADOR B14,53.5714,15,80,49.33%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-003-22-0016,02-003-22-0016,RADIADOR CALEFACCIÓN KIA PREGIO 3.0,71.4286,15,90,26%,UNI,0,0,0,N/D,0
N/D,RECORD,GENERAL,GENERAL,B511F280104-0100,02-003-51-0001,RADIADOR CHANGAN ALSVIN 21- ( RECORD ),0,15,90,8900%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,RADCARR3,RADCARR3,RADIADOR CHERY ARRIZO 3,39.13043,15,75,91.67%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-003-07-0015,02-003-07-0015,RADIADOR CHERY PRACTIVAN 1.2 12 Q22 (460X520X16) RECORD,48,15,70,45.83%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,CHR-01-048-0004,CHR-01-048-0004,RADIADOR CHERY PRACTIVAN Q22L 16- 3.7*50*1.7CM S/TAPA,36.6,15,80,118.58%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-042-03-006,02-042-03-006,RADIADOR CHERY QQ3 2010- 1100 TUBO 560X300X16 MT,31.62,15,55,73.94%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-042-03-001,02-042-03-001,RADIADOR CHERY QQ3 2010- 800 520X298X16MM MT PANEL,29.58,15,55,85.94%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-003-07-0011,02-003-07-0011,RADIADOR CHERY TIGGO 1.6 14 ( RECORD ),98.2142,15,90,-8.36%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,CHR-01-048-0005,CHR-01-048-0005,RADIADOR CHERY TIGGO 2 /ARRIZO 5 17- TIGGO 8 49*44*1.6 CM,39.53,15,80,102.38%,UNI,0,0,0,N/D,0
N/D,DM - JAPÓN,GENERAL,GENERAL,J42-1301110,RA-05-001,RADIADOR CHERY TIGGO 2 1.5 19- / ARRIZO 5 1.5 19-,27.43,15,60,90.21%,UNI,0,0,0,N/D,0
SERVICIO DE AUTOPARTES AUTODESER S.A.,YOSAI,GENERAL,GENERAL,261CH02E109,261CH02E109,RADIADOR CHERY TIGGO 2 1.5L 16 MM 15- ( YOSAI ),31.65,15,70,92.32%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-042-03-012,02-042-03-012,RADIADOR CHERY TIGGO 2 18- 1.5T / TIGGO 8 PRO / ARRIZO 5 ( MAXFIT ),33.67,15,85,152.45%,UNI,1,0,0,N/D,33.67
N/D,GENERAL,GENERAL,GENERAL,02-042-03-010,02-042-03-010,RADIADOR CHERY TIGGO 3 2010-2012 2000 375X738X16 MT,36.52,15,65,77.98%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-042-03-016,02-042-03-016,RADIADOR CHERY TIGGO 8 2022 - 1500T (MAXFIT),50.86087,15,105,106.45%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,CHR01-048-0002,CHR01-048-0002,RADIADOR CHERY VAN 2010-2013 350X638X15MM PANEL,43.6,15,65,49.08%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-042-03-0005,02-042-03-0005,RADIADOR CHERY VAN 2010-2013 638X351X16MM PANEL,44.6087,15,70,56.92%,UNI,0,0,0,N/D,0
N/D,POLAR,GENERAL,GENERAL,18059,18059,RADIADOR CHEVROLET ALTO 1.0 2005-2007 T/M TOMA FRONTAL ( POLAR ),49.71,15,65,30.76%,UNI,1,0,0,N/D,49.71
N/D,GENERAL,GENERAL,GENERAL,02-003-08-0025,02-003-08-0025,RADIADOR CHEVROLET AVEO 05 CHEVY TAXI 09 EMOTION 08 (600X416X17) GRANDE PANEL (RECORD),20.5,15,32,56.1%,UNI,0,0,0,N/D,0
N/D,DM - JAPÓN,GENERAL,GENERAL,96817344,RA-02-003,RADIADOR CHEVROLET AVEO 05- / CHEVY TAXI 09- / AVEO EMOTION 08- M/T,20.72,15,35,46.89%,UNI,2,0,0,N/D,41.44
N/D,GENERAL,GENERAL,GENERAL,CR01CH04E06,CR01CH04E06,RADIADOR CHEVROLET AVEO 1.4 1.6 05 - EMOTION LARGO,25,15,35,40%,UNI,2,0,0,N/D,50
N/D,GENERAL,GENERAL,GENERAL,96536525,02-003-08-0004,RADIADOR CHEVROLET AVEO 1.4 1.6 05 - EMOTION LARGO ALUM ( ALLPARTS ),25.8405,15,38,47.06%,UNI,3,0,0,N/D,77.52
N/D,GENERAL,GENERAL,GENERAL,51.143.140.056,51-143-140-056,RADIADOR CHEVROLET AVEO 1.4 1.6 05 - EMOTION LARGO ALUM ( BESUTO ),24.3374,15,35,43.81%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,8111072103,8111072103,RADIADOR CHEVROLET AVEO 1.4 1.6 05 - EMOTION LARGO ALUM ( ISAKA ),23.039,15,38,64.94%,UNI,0,0,0,N/D,0
N/D,YOSAI,GENERAL,GENERAL,96536525,261CV01A009,RADIADOR CHEVROLET AVEO 1.4 1.6 05 - EMOTION LARGO ALUM ( YOSAI ),25.4,15,38,49.61%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-003-08-0003,02-003-08-0003,RADIADOR CHEVROLET AVEO 1.5 SOHC 05 - CHEVY TAXI PEQUEÑO ( ALLPARTS ),32.6071,15,45,38.01%,UNI,4,0,0,N/D,130.43
N/D,GENERAL,GENERAL,GENERAL,02-042-04-0009,02-042-04-0009,RADIADOR CHEVROLET AVEO EMOTION 2008- ACTIVO 05- 1.4 / 1.6 M/T LARGO 600X416X16MM ( MAXFIT ),21.74,15,36,65.59%,UNI,0,0,0,N/D,0
SERVICIO DE AUTOPARTES AUTODESER S.A.,YOSAI,GENERAL,GENERAL,261CV09B109,261CV09B109,RADIADOR CHEVROLET BEAT / SPARK GT 1.2L 11- 16MM ( YOSAI ),26.9,15,45,67.29%,UNI,0,0,0,N/D,0
N/D,YOSAI,GENERAL,GENERAL,261CV27A109,261CV27A109,RADIADOR CHEVROLET CAPTIVA  2.4 / 3.2 L 07- 17 26MM ( YOSAI ),62.89,15,100,59.01%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,11-139-007-022,11-139-007-022,RADIADOR CHEVROLET CAPTIVA 1.5 TURBO 20,60,15,110,83.33%,UNI,1,0,0,N/D,60
N/D,DM - JAPÓN,GENERAL,GENERAL,23585715,RA-02-004,RADIADOR CHEVROLET CAPTIVA 1.5 TURBO 20- (670X410X16),20.72,15,90,277.71%,UNI,0,0,0,N/D,0
N/D,POLAR,GENERAL,GENERAL,32127,32127,RADIADOR CHEVROLET CAPTIVA 2.4 3.0 3.2 2008-2016 T/A ( POLAR ),107.84,15,145,34.46%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,654667458,654667458,RADIADOR CHEVROLET CAVALIER 18/-,89.2857,15,178.25,99.64%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,MXD-RDCH0200,MXD-RDCH0200,RADIADOR CHEVROLET CORSA EVOLUCION 03- 07 M/T ( MXD-TEK ),36.25,15,55,51.72%,UNI,2,0,0,N/D,72.5
N/D,YOSAI,GENERAL,GENERAL,261CV03C009,261CV03C009,RADIADOR CHEVROLET CORSA EVOLUTION 03-07 1.4/1.8 M/T A/C ( YOSAI ),29.465,15,60,103.63%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,24445163,02-003-08-0017,RADIADOR CHEVROLET CORSA EVOLUTION 03-07 1.4/1.8 M/T A/C PA22 (538X368X22) ( KRC ),35.5536,15,55,54.7%,UNI,0,0,0,N/D,0
SERVICIO DE AUTOPARTES AUTODESER S.A.,YOSAI,GENERAL,GENERAL,261CV03C029,261CV03C029,RADIADOR CHEVROLET CORSA EVOLUTION 1.4/1.8 03 - 07 26MM ( YOSAI ),36.42,15,60,64.74%,UNI,2,0,0,N/D,72.84
N/D,POLAR,GENERAL,GENERAL,42043,42043,RADIADOR CHEVROLET CORSA EVOLUTION 1.8 ( POLAR ),40.1786,15,70,74.22%,UNI,0,0,0,N/D,0
N/D,YOSAI,GENERAL,GENERAL,261CV03D029,261CV03D029,RADIADOR CHEVROLET CORSA WIND 1.6L 93- 02 26MM ( YOSAI ),26.08,15,50,91.72%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,13030,13030,RADIADOR CHEVROLET D-MAX 03-11,40.1786,15,66.74,66.11%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-042-04-012,02-042-04-012,RADIADOR CHEVROLET D-MAX 05-13 2.4 C24SE 3.0 6VE1 GAS 588X475X16MM ( MAXFIT ),47.3,15,75,58.56%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-042-04-013,02-042-04-013,RADIADOR CHEVROLET D-MAX 2005-2013 2400 C24SE 3000 6VE1 GAS 588X475X22MM,41.76,15,60,43.68%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-042-04-029,02-042-04-029,RADIADOR CHEVROLET D-MAX-4JJ1 14-17 2.5 PEQUENO DIESEL 420X650X24MM M/T PANEL ( MAXFIT ),61.74,15,110,78.17%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-042-04-021,02-042-04-021,RADIADOR CHEVROLET ESTEEM 96-02 1600 518X350X16MM M/T PANEL ( MAXFIT ),34.7,15,60,72.91%,UNI,0,0,0,N/D,0
N/D,YOSAI,GENERAL,GENERAL,261SZ01B009,261SZ01B009,RADIADOR CHEVROLET FORSA 2 1.3L 91- 96 16MM PEQUEÑO  ( YOSAI ),16.28,15,45,176.41%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,MXD-RD-SZ0147,MXD-RD-SZ0147,RADIADOR CHEVROLET GRAN VITARA XL7 A/T (MXD),47,15,85,80.85%,UNI,0,0,0,N/D,0
N/D,POLAR,GENERAL,GENERAL,18063,18063,RADIADOR CHEVROLET GRAND VITARA 1.6 99- 15 ( POLAR ),42.5,15,60,22.76%,UNI,2,0,0,N/D,85
N/D,GENERAL,GENERAL,GENERAL,18016,18016,RADIADOR CHEVROLET GRAND VITARA 2.0 1999-2015 5P T/M,53.5714,15,61.61,15%,UNI,3,0,0,N/D,160.71
N/D,GENERAL,GENERAL,GENERAL,02-042-04-015,02-042-04-015,RADIADOR CHEVROLET GRAND VITARA 2001-2012 5P 2000 2500 518X425X16MM MT PANEL ALUMINIO,31.74,15,60,89.04%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-003-08-0067,02-003-08-0067,RADIADOR CHEVROLET GRAND VITARA 3P 1.6 99 - 16MM ( ALLPARTS ),33.6071,15,55,63.66%,UNI,0,0,0,N/D,0
N/D,YOSAI,GENERAL,GENERAL,261CV13E029,261CV13E029,RADIADOR CHEVROLET GRAND VITARA 5P 2.0/2.5 4X4 26MM ( YOSAI ),36.05,15,60,66.44%,UNI,3,0,0,N/D,108.15
SERVICIO DE AUTOPARTES AUTODESER S.A.,YOSAI,GENERAL,GENERAL,17700-65J00,261CV13H008,RADIADOR CHEVROLET GRAND VITARA SZ 08- 693X450X15 PANEL T/M ( YOSAI ),36.35,15,65,78.82%,UNI,3,0,0,N/D,109.05
N/D,GENERAL,GENERAL,GENERAL,02-003-08-0029,02-003-08-0029,RADIADOR CHEVROLET GRAND VITARA SZ 08- M/T PA16 (450X688X16) ( KRC ),37.1565,15,65,74.94%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,18025,18025,RADIADOR CHEVROLET GRAND VITARA SZ 2.0 2008- T/A,69.62,15,95,36.46%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-003-08-0042,02-003-08-0042,RADIADOR CHEVROLET GRAND VITARA SZ 2.0 AUTOMATICO 08 -,58.0357,15,87.28,50.38%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,17700-65J00,02-003-08-0028-,RADIADOR CHEVROLET GRAND VITARA SZ 2.0 J20A 08 - M/T ( ALLPARTS ),37.5478,15,85,126.38%,UNI,0,0,0,N/D,0
SERVICIO DE AUTOPARTES AUTODESER S.A.,GENERAL,GENERAL,GENERAL,261CV13H119,261CV13H119,RADIADOR CHEVROLET GRAND VITARA SZ 2.0/2.4 08- A/T 16MM ( YOSAI ),42.734,15,80,62.79%,UNI,1,0,0,N/D,42.73
N/D,GENERAL,GENERAL,GENERAL,8174572100,8174572100,RADIADOR CHEVROLET GRAND VITARA SZ 2.0/2.4 09 - MT 26 MM ( DIFORZA),44.5622,15,65,45.86%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,23525408,02-003-08-0052.,RADIADOR CHEVROLET GROOVE 21- 1.5 ( KRC ),44.34,15,75,47.08%,UNI,0,0,0,N/D,0
